,activity_nr,X.x,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt,year,X.y,citation_id,delete_flag,standard,viol_type,issuance_date,abate_date,abate_complete,current_penalty,initial_penalty,contest_date,final_order_date,nr_instances,nr_exposed,rec,gravity,emphasis,hazcat,fta_insp_nr,fta_issuance_date,fta_penalty,fta_contest_date,fta_final_order_date,hazsub1,hazsub2,hazsub3,hazsub4,hazsub5,load_dt
53,15214653,6,257820,NA,BUREAU OF CORRECTIONS,BARRACKS YARD,CHARLOTTE AMALIE,VI,802,C,0,N,S,9223,0,H,A,,A,X,,NA,,,,NA,PO BOX 5107,ST THOMAS,VI,801,,53,12/13/1984,,12/13/1984,NA,2011-10-14 16:38:47 EDT,NA,1948832,1001,,19100036 B04,S,12/28/1984,1/6/1985,N,NA,NA,,,1,4,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,2011-10-14 16:45:21 EDT
54,15214653,6,257820,NA,BUREAU OF CORRECTIONS,BARRACKS YARD,CHARLOTTE AMALIE,VI,802,C,0,N,S,9223,0,H,A,,A,X,,NA,,,,NA,PO BOX 5107,ST THOMAS,VI,801,,53,12/13/1984,,12/13/1984,NA,2011-10-14 16:38:47 EDT,NA,1948833,2001,,19100022 A02,O,12/28/1984,1/14/1985,N,NA,NA,,,1,2,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,2011-10-14 16:45:21 EDT
55,15214653,6,257820,NA,BUREAU OF CORRECTIONS,BARRACKS YARD,CHARLOTTE AMALIE,VI,802,C,0,N,S,9223,0,H,A,,A,X,,NA,,,,NA,PO BOX 5107,ST THOMAS,VI,801,,53,12/13/1984,,12/13/1984,NA,2011-10-14 16:38:47 EDT,NA,1948834,2002,,19100157 E03,O,12/28/1984,1/9/1985,N,NA,NA,,,10,53,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,2011-10-14 16:45:21 EDT
56,110486636,7,830600,NA,UNITED STATES DEPARTMENT OF JUSTICE ADMINISTRATIVE,5880 HIGHWAY 67,FLORENCE,CO,81226,D,1503,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N115    000018794,500,1/14/2010,8/5/2010,1/14/2010,8/4/2010,2011-10-14 16:38:47 EDT,2010,7280355,1001,,19100136 A,S,2/3/2010,2/23/2010,X,NA,NA,,,2,50,,2,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
57,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322020,1011,,5162 E,O,3/6/2001,6/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,8880,,NA,,NA,2013-04-13 04:04:38 EDT
58,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322021,1012,,14301 A01,O,3/6/2001,6/9/2001,X,300,300,,,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-04-13 04:04:38 EDT
59,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322023,1014,,3441 A,O,3/6/2001,6/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,8880,,NA,,NA,2013-04-13 04:04:38 EDT
60,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322024,1001,,5532 A,O,3/6/2001,4/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,1340,,NA,,NA,2013-04-13 04:04:38 EDT
61,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322025,3001,,23400011 A01,S,3/6/2001,6/9/2001,X,4500,4500,,,1,1,,NA,NA,,NA,,NA,NA,NA,8870,,NA,,NA,2013-04-13 04:04:38 EDT
62,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322022,1013,X,5194 G08,O,3/6/2001,4/9/2001,X,NA,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,1340,,NA,,NA,2013-04-13 04:04:38 EDT
63,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322027,1006,,3328 D,O,3/6/2001,4/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,8880,,NA,,NA,2013-04-13 04:04:38 EDT
64,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322028,1005,,5144 H02    A,O,3/6/2001,4/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,1430,,NA,,NA,2013-04-13 04:04:38 EDT
65,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322029,1004,,3277 D02,O,3/6/2001,4/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,8880,,NA,,NA,2013-04-13 04:04:38 EDT
66,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322026,1007,,25000007 A,O,3/6/2001,4/8/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,8870,,NA,,NA,2013-04-13 04:04:38 EDT
67,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322031,1009,,461 C,O,3/6/2001,6/9/2001,X,300,300,,,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-04-13 04:04:38 EDT
68,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322032,2001,,3666 A,S,3/6/2001,3/16/2001,X,4500,4500,,,1,1,,NA,NA,,NA,,NA,NA,NA,8880,,NA,,NA,2013-04-13 04:04:38 EDT
69,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322033,1018,,5194 H01,O,3/6/2001,6/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,1340,,NA,,NA,2013-04-13 04:04:38 EDT
70,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322034,1017,,5194 F04    B,O,3/6/2001,4/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,1340,,NA,,NA,2013-04-13 04:04:38 EDT
71,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322035,1016,,5194 E01,O,3/6/2001,6/9/2001,X,150,150,,,18,1,,NA,NA,,NA,,NA,NA,NA,1340,,NA,,NA,2013-04-13 04:04:38 EDT
72,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322036,1015,,3203 A,O,3/6/2001,6/9/2001,X,150,150,,,7,1,,NA,NA,,NA,,NA,NA,NA,1340,8880,8870,,NA,2013-04-13 04:04:38 EDT
73,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322018,1002,,3277 D03,O,3/6/2001,4/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,8880,,NA,,NA,2013-04-13 04:04:38 EDT
74,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322019,1010,,5162 D,O,3/6/2001,6/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,8880,,NA,,NA,2013-04-13 04:04:38 EDT
75,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322030,1003,,3277 F04,O,3/6/2001,4/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,8880,,NA,,NA,2013-04-13 04:04:38 EDT
76,119948990,8,950633,NA,CALIF STATE DEPT CORRECTIONS PRISON IND. AUTHORITY,14901 SOUTH CENTRAL AVENUE,CHINO,CA,91708,C,0,N,H,9223,0,H,B,,Y,,,NA,,,,NA,POST OFFICE BOX 1031,CHINO,CA,91710,N088    000017014,1,11/17/2000,4/11/2013,3/23/2001,9/13/2010,2013-04-13 04:04:35 EDT,2010,8322017,1008,,4650 D,O,3/6/2001,4/9/2001,X,150,150,,,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-04-13 04:04:38 EDT
77,119956639,9,950633,NA,CALIFORNIA STATE OF DEPT OF CORRECTIONS/CIM,14901 CENTRAL AVENUE,CHINO,CA,91710,C,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,14901 CENTRAL AVENUE,CHINO,CA,91708,N088    000015230,190,3/28/2007,5/11/2011,7/31/2007,3/23/2010,2011-10-14 16:38:47 EDT,2010,8323863,2001,,3706 B,O,7/31/2007,8/30/2007,X,150,6750,,,1,4,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
78,119956639,9,950633,NA,CALIFORNIA STATE OF DEPT OF CORRECTIONS/CIM,14901 CENTRAL AVENUE,CHINO,CA,91710,C,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,14901 CENTRAL AVENUE,CHINO,CA,91708,N088    000015230,190,3/28/2007,5/11/2011,7/31/2007,3/23/2010,2011-10-14 16:38:47 EDT,2010,8323864,1004,,3364 D,O,7/30/2007,8/30/2007,X,NA,185,,,1,4,,1,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
79,119956639,9,950633,NA,CALIFORNIA STATE OF DEPT OF CORRECTIONS/CIM,14901 CENTRAL AVENUE,CHINO,CA,91710,C,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,14901 CENTRAL AVENUE,CHINO,CA,91708,N088    000015230,190,3/28/2007,5/11/2011,7/31/2007,3/23/2010,2011-10-14 16:38:47 EDT,2010,8323865,1003,,3364 B,O,7/31/2007,8/30/2007,X,150,185,,,1,4,,1,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
80,119956639,9,950633,NA,CALIFORNIA STATE OF DEPT OF CORRECTIONS/CIM,14901 CENTRAL AVENUE,CHINO,CA,91710,C,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,14901 CENTRAL AVENUE,CHINO,CA,91708,N088    000015230,190,3/28/2007,5/11/2011,7/31/2007,3/23/2010,2011-10-14 16:38:47 EDT,2010,8323866,1001,,3328 G,O,7/31/2007,8/30/2007,X,NA,375,,,1,4,,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
81,119956639,9,950633,NA,CALIFORNIA STATE OF DEPT OF CORRECTIONS/CIM,14901 CENTRAL AVENUE,CHINO,CA,91710,C,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,14901 CENTRAL AVENUE,CHINO,CA,91708,N088    000015230,190,3/28/2007,5/11/2011,7/31/2007,3/23/2010,2011-10-14 16:38:47 EDT,2010,8323867,1002,,3362 D,O,7/31/2007,8/30/2007,X,NA,375,,,1,4,,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
82,120146022,10,950625,NA,CA CORRECTIONS - AVENAL,1 KINGS WAY,AVENAL,CA,93204,C,0,N,S,9223,922140,A,B,,Y,,,NA,,,,NA,P.O. BOX 39,AVENAL,CA,93204,N068    000022048,1200,3/4/2010,2/7/2014,3/4/2010,9/6/2011,2014-02-10 01:01:11 EST,2011,8350926,1001,,3203 A04,O,3/29/2010,4/30/2010,X,300,750,4/19/2010,6/23/2011,1,70,A,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-02-10 01:01:13 EST
83,120240510,11,950631,NA,CALIFORNIA INSTITUTION FOR WOMEN (CIW),16756 CHINO-CORONA RD,FRONTERA,CA,91720,C,0,N,H,9223,0,B,B,,Y,,,NA,,,,NA,P O  BOX 6000,CORONA,CA,91718,N085    000012493,600,1/6/2000,1/22/2016,6/22/2000,9/13/2010,2016-01-27 01:00:25 EST,2010,8361373,1001,,3362 E,O,7/3/2000,8/5/2000,X,NA,375,8/18/2000,8/28/2001,1,600,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-01-27 01:00:28 EST
84,120240510,11,950631,NA,CALIFORNIA INSTITUTION FOR WOMEN (CIW),16756 CHINO-CORONA RD,FRONTERA,CA,91720,C,0,N,H,9223,0,B,B,,Y,,,NA,,,,NA,P O  BOX 6000,CORONA,CA,91718,N085    000012493,600,1/6/2000,1/22/2016,6/22/2000,9/13/2010,2016-01-27 01:00:25 EST,2010,8361374,1002,,5193 D01,O,7/3/2000,8/5/2001,X,875,875,8/18/2000,8/28/2001,1,30,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2016-01-27 01:00:28 EST
85,120318365,12,950643,NA,LA COUNTY ISD,42220 N.LAKE HUGHES RD.,LAKE HUGHES,CA,93532,B,NA,N,S,9223,922140,A,B,,Y,,,NA,,,,NA,1100 NORTH EASTERN AVE.,LOS ANGELES,CA,90063,N078    000029791,10000,5/24/2004,3/8/2019,9/2/2004,2/5/2019,2019-03-13 00:21:40 EDT,2019,8376707,1001,,    3203 A07    C,O,9/2/2004,9/28/2004,X,560,560,,,1,1,,NA,NA,,NA,,0,NA,NA,,,NA,,NA,2019-03-13 00:27:41 EDT
86,120318365,12,950643,NA,LA COUNTY ISD,42220 N.LAKE HUGHES RD.,LAKE HUGHES,CA,93532,B,NA,N,S,9223,922140,A,B,,Y,,,NA,,,,NA,1100 NORTH EASTERN AVE.,LOS ANGELES,CA,90063,N078    000029791,10000,5/24/2004,3/8/2019,9/2/2004,2/5/2019,2019-03-13 00:21:40 EDT,2019,8376706,1002,,    3328 A,O,9/2/2004,9/28/2004,X,750,750,,,1,1,,NA,NA,,NA,,0,NA,NA,,,NA,,NA,2019-03-13 00:27:41 EDT
87,123743999,13,1054113,NA,STATE OF OREGON DEPARTMENT OF CORRECTIONS,3405 DEER PARK DR SE,SALEM,OR,97310,C,0,N,S,9223,0,B,B,,Y,X,,NA,,,,NA,2575 CENTER ST NE,SALEM,OR,97301,N105    000020357,200,7/30/1993,1/5/2011,8/27/1993,1/5/2011,2011-10-14 16:38:47 EDT,2011,8642848,1001,,740003001,S,9/24/1993,1/22/1994,X,25,210,10/13/1993,11/22/1993,1,10,,0,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
88,124471350,15,253680,NA,CAMP GEORGETOWN NYS NYSDOCS,"CO RTE 68, BOX 48",GEORGETOWN,NY,13072,C,0,N,H,9223,0,B,A,,Y,,,NA,,,,NA,COMMR NYS NYSDOCS ST CAMPUS BLDG2,ALBANY,NY,12226,N061    000010072,140,11/13/1996,1/5/2011,11/14/1996,1/5/2011,2011-10-14 16:38:47 EDT,2011,8726525,2002,,19100132 F04,O,12/27/1996,3/20/1997,X,NA,NA,,,1,15,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
89,124471350,15,253680,NA,CAMP GEORGETOWN NYS NYSDOCS,"CO RTE 68, BOX 48",GEORGETOWN,NY,13072,C,0,N,H,9223,0,B,A,,Y,,,NA,,,,NA,COMMR NYS NYSDOCS ST CAMPUS BLDG2,ALBANY,NY,12226,N061    000010072,140,11/13/1996,1/5/2011,11/14/1996,1/5/2011,2011-10-14 16:38:47 EDT,2011,8726526,2003,,19101200 F05    I,O,12/17/1996,2/5/1997,X,NA,NA,,,1,5,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
90,124471350,15,253680,NA,CAMP GEORGETOWN NYS NYSDOCS,"CO RTE 68, BOX 48",GEORGETOWN,NY,13072,C,0,N,H,9223,0,B,A,,Y,,,NA,,,,NA,COMMR NYS NYSDOCS ST CAMPUS BLDG2,ALBANY,NY,12226,N061    000010072,140,11/13/1996,1/5/2011,11/14/1996,1/5/2011,2011-10-14 16:38:47 EDT,2011,8726527,1001,,19100132 A,S,12/17/1996,1/15/1997,X,NA,NA,,,1,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
91,124471350,15,253680,NA,CAMP GEORGETOWN NYS NYSDOCS,"CO RTE 68, BOX 48",GEORGETOWN,NY,13072,C,0,N,H,9223,0,B,A,,Y,,,NA,,,,NA,COMMR NYS NYSDOCS ST CAMPUS BLDG2,ALBANY,NY,12226,N061    000010072,140,11/13/1996,1/5/2011,11/14/1996,1/5/2011,2011-10-14 16:38:47 EDT,2011,8726528,2005,,19101200 H01,O,12/17/1996,5/1/1997,X,NA,NA,,,1,100,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
92,124471350,15,253680,NA,CAMP GEORGETOWN NYS NYSDOCS,"CO RTE 68, BOX 48",GEORGETOWN,NY,13072,C,0,N,H,9223,0,B,A,,Y,,,NA,,,,NA,COMMR NYS NYSDOCS ST CAMPUS BLDG2,ALBANY,NY,12226,N061    000010072,140,11/13/1996,1/5/2011,11/14/1996,1/5/2011,2011-10-14 16:38:47 EDT,2011,8726529,2004,,19101200 F05   II,O,12/17/1996,2/5/1997,X,NA,NA,,,1,5,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
93,124471350,15,253680,NA,CAMP GEORGETOWN NYS NYSDOCS,"CO RTE 68, BOX 48",GEORGETOWN,NY,13072,C,0,N,H,9223,0,B,A,,Y,,,NA,,,,NA,COMMR NYS NYSDOCS ST CAMPUS BLDG2,ALBANY,NY,12226,N061    000010072,140,11/13/1996,1/5/2011,11/14/1996,1/5/2011,2011-10-14 16:38:47 EDT,2011,8726530,2001,,19100132 D02,O,12/17/1996,3/20/1997,X,NA,NA,,,1,15,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
94,124471350,15,253680,NA,CAMP GEORGETOWN NYS NYSDOCS,"CO RTE 68, BOX 48",GEORGETOWN,NY,13072,C,0,N,H,9223,0,B,A,,Y,,,NA,,,,NA,COMMR NYS NYSDOCS ST CAMPUS BLDG2,ALBANY,NY,12226,N061    000010072,140,11/13/1996,1/5/2011,11/14/1996,1/5/2011,2011-10-14 16:38:47 EDT,2011,8726531,1003,,19100151 C,S,12/17/1996,3/20/1997,X,NA,NA,,,2,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
95,124471350,15,253680,NA,CAMP GEORGETOWN NYS NYSDOCS,"CO RTE 68, BOX 48",GEORGETOWN,NY,13072,C,0,N,H,9223,0,B,A,,Y,,,NA,,,,NA,COMMR NYS NYSDOCS ST CAMPUS BLDG2,ALBANY,NY,12226,N061    000010072,140,11/13/1996,1/5/2011,11/14/1996,1/5/2011,2011-10-14 16:38:47 EDT,2011,8726532,1002,,19100146 C04,S,12/17/1996,6/13/1997,X,NA,NA,,,1,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
96,124471350,15,253680,NA,CAMP GEORGETOWN NYS NYSDOCS,"CO RTE 68, BOX 48",GEORGETOWN,NY,13072,C,0,N,H,9223,0,B,A,,Y,,,NA,,,,NA,COMMR NYS NYSDOCS ST CAMPUS BLDG2,ALBANY,NY,12226,N061    000010072,140,11/13/1996,1/5/2011,11/14/1996,1/5/2011,2011-10-14 16:38:47 EDT,2011,8726533,2006,,8010003 A01,O,12/17/1996,1/15/1997,X,NA,NA,,,1,100,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
97,125249128,18,453720,NA,FORSYTH COUNTY DETENTION CENTER,201 NORTH CHURCH STREET,WINSTON-SALEM,NC,27101,B,0,N,S,9223,0,B,B,,N,X,,NA,,,,NA,200 NORTH MAIN STREET,WINSTON-SALEM,NC,27101,N097    000006834,225,10/20/1998,1/5/2011,10/21/1998,1/5/2011,2011-10-14 16:38:47 EDT,2011,8944830,1001,,19100303 B01,O,11/20/1998,12/23/1998,X,NA,NA,,,3,15,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
98,125473157,19,950615,NA,COUNTY OF LAKE SHERRIF'S DEPARTMENT,4913 HELBUSH DRIVE,LAKEPORT,CA,95453,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,P.O.BOX 489,LAKEPORT,CA,95453,N055    000020646,164,3/6/2012,8/3/2012,5/17/2012,7/21/2012,2012-08-07 03:02:29 EDT,2012,9021650,1002,,5142 B01,O,5/17/2012,6/19/2012,X,280,280,,,1,63,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-08-07 03:02:34 EDT
99,125473157,19,950615,NA,COUNTY OF LAKE SHERRIF'S DEPARTMENT,4913 HELBUSH DRIVE,LAKEPORT,CA,95453,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,P.O.BOX 489,LAKEPORT,CA,95453,N055    000020646,164,3/6/2012,8/3/2012,5/17/2012,7/21/2012,2012-08-07 03:02:29 EDT,2012,9021651,1005,,5199 I02    A,O,5/17/2012,6/19/2012,X,280,280,,,1,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-08-07 03:02:34 EDT
100,125473157,19,950615,NA,COUNTY OF LAKE SHERRIF'S DEPARTMENT,4913 HELBUSH DRIVE,LAKEPORT,CA,95453,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,P.O.BOX 489,LAKEPORT,CA,95453,N055    000020646,164,3/6/2012,8/3/2012,5/17/2012,7/21/2012,2012-08-07 03:02:29 EDT,2012,9021648,1004,,5199 E05    D,O,5/17/2012,5/22/2012,I,280,280,,,1,5,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-08-07 03:02:34 EDT
